Date, Open, High, Low, Close
07/28/22, 16475.35, 16947.65, 16746.25, 16929.60
07/27/22, 16475.35, 16653.45, 16438.75, 16641.80
07/26/22, 16632.90, 16636.10, 16463.30, 16483.85
07/25/22, 16662.55, 16706.05, 16564.25, 16631.00
07/22/22, 16661.25, 16752.25, 16610.90, 16719.45
07/21/22, 16523.55, 16626.95, 16483.90, 16605.25
07/20/22, 16562.80, 16588.00, 16490.95, 16520.85
07/19/22, 16187.05, 16359.50, 16187.05, 16340.55
07/18/22, 16151.40, 16287.95, 16142.20, 16278.50
07/15/22, 16010.80, 16066.95, 15927.30, 16049.20
07/14/22, 16018.85, 16070.85, 15858.20, 15938.65
07/13/22, 16128.20, 16140.00, 15950.15, 15966.65
07/12/22, 16126.20, 16158.75, 16031.15, 16058.30
07/11/22, 16136.15, 16248.55, 16115.50, 16216.00
07/08/22, 16273.65, 16275.50, 16157.90, 16220.60
07/07/22, 16113.75, 16150.50, 16045.95, 16132.90
07/06/22, 15818.20, 16011.35, 15800.90, 15989.80
07/05/22, 15909.15, 16025.75, 15785.45, 15810.85
07/04/22, 15710.50, 15852.35, 15661.80, 15835.35
07/01/22, 15703.70, 15793.95, 15511.05, 15752.05
06/30/22, 15774.50, 15890.00, 15728.85, 15780.25
06/29/22, 15701.70, 15861.60, 15687.80, 15799.10
06/28/22, 15757.45, 15892.10, 15710.15, 15850.20
06/27/22, 15926.20, 15927.45, 15815.50, 15832.05
06/24/22, 15657.40, 15749.25, 15619.45, 15699.25
06/23/22, 15451.55, 15628.45, 15367.50, 15556.65
06/22/22, 15545.65, 15565.40, 15385.95, 15413.30
06/21/22, 15455.95, 15707.25, 15419.85, 15638.80
06/20/22, 15334.50, 15382.50, 15191.10, 15350.15
06/17/22, 15272.65, 15400.40, 15183.40, 15293.50
06/16/22, 15832.25, 15863.15, 15335.10, 15360.60
06/15/22, 15729.25, 15783.65, 15678.90, 15692.15
06/14/22, 15674.25, 15858.00, 15659.45, 15732.10
06/13/22, 15877.55, 15886.15, 15684.00, 15774.40
06/10/22, 16283.95, 16324.70, 16172.60, 16201.80
06/09/22, 16263.85, 16492.80, 16243.85, 16478.10
06/08/22, 16474.95, 16514.30, 16293.35, 16356.25
06/07/22, 16469.60, 16487.25, 16347.10, 16416.35
06/06/22, 16530.70, 16610.95, 16444.55, 16569.55
06/03/22, 16761.65, 16793.85, 16567.90, 16584.30
06/02/22, 16481.65, 16646.40, 16443.05, 16628.00
06/01/22, 16594.40, 16649.20, 16438.85, 16522.75
05/31/22, 16578.45, 16690.75, 16521.90, 16584.55
05/30/22, 16527.90, 16695.50, 16506.15, 16661.40
05/27/22, 16296.60, 16370.60, 16221.95, 16352.45
05/26/22, 16105.00, 16204.45, 15903.70, 16170.15
05/25/22, 16196.35, 16223.35, 16006.95, 16025.80
05/24/22, 16225.55, 16262.80, 16078.60, 16125.15
05/23/22, 16290.95, 16414.70, 16185.75, 16214.70
05/20/22, 16043.80, 16283.05, 16003.85, 16266.15
05/19/22, 15917.40, 15984.75, 15775.20, 15809.40
05/18/22, 16318.15, 16399.80, 16211.20, 16240.30
05/17/22, 15912.60, 16284.25, 15900.80, 16259.30
05/16/22, 15845.10, 15977.95, 15739.65, 15842.30
05/13/22, 15977.00, 16083.60, 15740.85, 15782.15
05/12/22, 16021.10, 16041.95, 15735.75, 15808.00
05/11/22, 16270.05, 16318.75, 15992.60, 16167.10
05/10/22, 16248.90, 16404.55, 16197.30, 16240.05
05/09/22, 16227.70, 16403.70, 16142.10, 16301.85
05/06/22, 16415.55, 16484.20, 16340.90, 16411.25
05/05/22, 16854.75, 16945.70, 16651.85, 16682.65
05/04/22, 17096.60, 17132.85, 16623.95, 16677.60
05/02/22, 16924.45, 17092.25, 16917.25, 17069.10
04/29/22, 17329.25, 17377.65, 17053.25, 17102.55
04/28/22, 17189.50, 17322.50, 17071.05, 17245.05
04/27/22, 17073.35, 17110.70, 16958.45, 17038.40
04/26/22, 17121.30, 17223.85, 17064.45, 17200.80
04/25/22, 17009.05, 17054.30, 16888.70, 16953.95
04/22/22, 17242.75, 17315.30, 17149.20, 17171.95
04/21/22, 17234.60, 17414.70, 17215.50, 17392.60
04/20/22, 17045.25, 17186.90, 16978.95, 17136.55
04/19/22, 17258.95, 17275.65, 16824.70, 16958.65
04/18/22, 17183.45, 17237.75, 17067.85, 17173.65
04/13/22, 17599.90, 17663.65, 17457.40, 17475.65
04/12/22, 17584.85, 17595.30, 17442.35, 17530.30
04/11/22, 17740.90, 17779.05, 17650.95, 17674.95
04/08/22, 17698.15, 17842.75, 17600.55, 17784.35
04/07/22, 17723.30, 17787.50, 17623.70, 17639.55
04/06/22, 17842.75, 17901.00, 17779.85, 17807.65
04/05/22, 18080.60, 18095.45, 17921.55, 17957.40
04/04/22, 17809.10, 18114.65, 17791.40, 18053.40
04/01/22, 17436.90, 17703.70, 17422.70, 17670.45
03/31/22, 17519.20, 17559.80, 17435.20, 17464.75
03/30/22, 17468.15, 17522.50, 17387.20, 17498.25
03/29/22, 17297.20, 17343.65, 17235.70, 17325.30
03/28/22, 17181.85, 17235.10, 17003.90, 17222.00
03/25/22, 17289.00, 17294.90, 17076.55, 17153.00
03/24/22, 17094.95, 17291.75, 17091.15, 17222.75
03/23/22, 17405.05, 17442.40, 17199.60, 17245.65
03/22/22, 17120.40, 17334.40, 17006.30, 17315.50
03/21/22, 17329.50, 17353.35, 17096.40, 17117.60
03/17/22, 17202.90, 17344.60, 17175.75, 17287.05
03/16/22, 16876.65, 16987.90, 16837.85, 16975.35
03/15/22, 16900.65, 16927.75, 16555.00, 16663.00
03/14/22, 16633.70, 16887.95, 16606.50, 16871.30
03/11/22, 16528.80, 16694.40, 16470.90, 16630.45
03/10/22, 16757.10, 16757.30, 16447.90, 16594.90
03/09/22, 16078.00, 16418.05, 15990.00, 16345.35
03/08/22, 15747.75, 16028.75, 15671.45, 16013.45
03/07/22, 15867.95, 15944.60, 15711.45, 15863.15
03/04/22, 16339.45, 16456.00, 16133.80, 16245.35
03/03/22, 16723.20, 16768.95, 16442.95, 16498.05
03/02/22, 16593.10, 16678.50, 16478.65, 16605.95
02/28/22, 16481.60, 16815.90, 16356.30, 16793.90
02/25/22, 16515.65, 16748.80, 16478.30, 16658.40
02/24/22, 16548.90, 16705.25, 16203.25, 16247.95
02/23/22, 17194.50, 17220.70, 17027.85, 17063.25
02/22/22, 16847.95, 17148.55, 16843.80, 17092.20
02/21/22, 17192.25, 17351.05, 17070.70, 17206.65
02/18/22, 17236.05, 17380.80, 17219.20, 17276.30
02/17/22, 17396.55, 17442.90, 17235.85, 17304.60
02/16/22, 17408.45, 17490.60, 17257.70, 17322.20
02/15/22, 16933.25, 17375.00, 16839.25, 17352.45
02/14/22, 17076.15, 17099.50, 16809.65, 16842.80
02/11/22, 17451.00, 17454.75, 17303.00, 17374.75
02/10/22, 17554.10, 17639.45, 17427.15, 17605.85
02/09/22, 17370.10, 17477.15, 17339.00, 17463.80
02/08/22, 17456.30, 17306.45, 17043.65, 17266.75
02/04/22, 17590.20, 17617.80, 17462.55, 17516.30
02/03/22, 17767.75, 17781.15, 17511.15, 17560.20
02/02/22, 17706.20, 17794.60, 17674.80, 17780.00
02/01/22, 17529.45, 17622.40, 17244.55, 17576.85
01/31/22, 17301.05, 17410.00, 17264.15, 17339.85
01/28/22, 17208.30, 17373.50, 17077.10, 17101.95
01/27/22, 17062.00, 17182.50, 16866.75, 17110.15
01/25/22, 17001.55, 17309.15, 16836.80, 17277.95
01/24/22, 17575.15, 17599.40, 16997.85, 17149.10
01/21/22, 17613.70, 17707.60, 17485.85, 17617.15
01/20/22, 17921.00, 17943.70, 17648.45, 17757.00
01/19/22, 18129.20, 18129.20, 17884.90, 17938.40
01/18/22, 18337.20, 18350.95, 18085.90, 18113.05
01/17/22, 18235.65, 18321.55, 18228.75, 18308.10
01/14/22, 18185.00, 18286.95, 18119.65, 18255.75
01/13/22, 18257.00, 18272.25, 18163.80, 18257.80
01/12/22, 18170.40, 18227.95, 18128.80, 18212.35
01/11/22, 17997.75, 18081.25, 17964.40, 18055.75
01/10/22, 17913.30, 18017.45, 17879.15, 18003.30
01/07/22, 17797.60, 17905.00, 17704.55, 17812.70
01/06/22, 17768.50, 17797.95, 17655.55, 17745.90
01/05/22, 17820.10, 17944.70, 17748.85, 17925.25
01/04/22, 17681.40, 17827.60, 17593.55, 17805.25
01/03/22, 17387.15, 17646.65, 17383.30, 17625.70
12/31/21, 17244.50, 17400.80, 17238.50, 17354.05
12/30/21, 17201.45, 17264.05, 17146.35, 17203.95
12/29/21, 17220.10, 17285.95, 17176.65, 17213.60
12/28/21, 17177.60, 17250.25, 17161.15, 17233.25
12/27/21, 16937.75, 17112.05, 16833.20, 17086.25
12/24/21, 17149.50, 17155.60, 16909.60, 17003.75
12/23/21, 17066.80, 17118.65, 17015.55, 17072.60
12/22/21, 16865.55, 16971.00, 16819.50, 16955.45
12/21/21, 16773.15, 16936.40, 16688.25, 16770.85
12/20/21, 16824.25, 16840.10, 16410.20, 16614.20
12/17/21, 17276.00, 17298.15, 16966.45, 16985.20
12/16/21, 17373.00, 17379.35, 17184.95, 17248.40
12/15/21, 17323.65, 17351.20, 17192.20, 17221.40
12/14/21, 17283.20, 17376.20, 17225.80, 17324.90
12/13/21, 17619.10, 17639.50, 17355.95, 17368.25
12/10/21, 17476.05, 17534.35, 17405.25, 17511.30
12/09/21, 17524.40, 17543.25, 17379.60, 17516.85
12/08/21, 17315.25, 17484.60, 17308.95, 17469.75
12/07/21, 17044.10, 17251.65, 16987.75, 17176.70
12/06/21, 17209.05, 17216.75, 16891.70, 16912.25
12/03/21, 17424.90, 17489.80, 17180.80, 17196.70
12/02/21, 17183.20, 17420.35, 17149.30, 17401.65
12/01/21, 17104.40, 17213.05, 17064.25, 17166.90
11/30/21, 17051.15, 17324.65, 16931.40, 16983.20
11/29/21, 17055.80, 17160.70, 16782.40, 17053.95
11/26/21, 17338.75, 17355.40, 16985.70, 17026.45
11/25/21, 17417.30, 17564.35, 17351.70, 17536.25
11/24/21, 17550.05, 17600.60, 17354.00, 17415.05
11/23/21, 17281.75, 17553.70, 17216.10, 17503.35
11/22/21, 17796.25, 17805.25, 17280.45, 17416.55
11/18/21, 17890.55, 17945.60, 17688.50, 17764.80
11/17/21, 17939.35, 18022.65, 17879.25, 17898.65
11/16/21, 18127.05, 18132.65, 17958.80, 17999.20
11/15/21, 18140.95, 18210.15, 18071.30, 18109.45
11/12/21, 17977.60, 18123.00, 17905.90, 18102.75
11/11/21, 17967.45, 17971.35, 17798.20, 17873.60
11/10/21, 17973.45, 18061.25, 17915.00, 18017.20
11/09/21, 18084.35, 18112.60, 17983.05, 18044.25
11/08/21, 18040.20, 18087.80, 17836.10, 18068.55
11/04/21, 17935.05, 17947.55, 17900.60, 17916.80
11/03/21, 17947.95, 17988.75, 17757.95, 17829.20
11/02/21, 17970.90, 18012.25, 17847.60, 17888.95
11/01/21, 17783.15, 17954.10, 17697.10, 17929.65
10/29/21, 17833.05, 17915.85, 17613.10, 17671.65
10/28/21, 18187.65, 18190.70, 17799.45, 17857.25
10/27/21, 18295.85, 18342.05, 18167.90, 18210.95
10/26/21, 18154.50, 18310.45, 18099.30, 18268.40
10/25/21, 18229.50, 18241.40, 17968.50, 18125.40
10/22/21, 18230.70, 18314.25, 18034.35, 18114.90
10/21/21, 18382.70, 18384.20, 18048.00, 18178.10
10/20/21, 18439.90, 18458.30, 18209.35, 18266.60
10/19/21, 18602.35, 18604.45, 18377.70, 18418.75
10/18/21, 18500.10, 18543.15, 18445.30, 18477.05
10/14/21, 18272.85, 18350.75, 18248.70, 18338.55
10/13/21, 18097.85, 18197.80, 18050.75, 18161.75
10/12/21, 17915.80, 18008.65, 17864.95, 17991.95
10/11/21, 17867.55, 18041.95, 17839.10, 17945.95
10/08/21, 17886.85, 17941.85, 17840.35, 17895.20
10/07/21, 17810.55, 17857.55, 17763.80, 17790.35
10/06/21, 17861.50, 17884.60, 17613.15, 17646.00
10/05/21, 17661.35, 17833.45, 17640.90, 17822.30
10/04/21, 17615.55, 17750.90, 17581.35, 17691.25
10/01/21, 17531.90, 17557.15, 17452.90, 17532.05
09/30/21, 17718.90, 17742.15, 17585.35, 17618.15
09/29/21, 17657.95, 17781.75, 17608.15, 17711.30
09/28/21, 17906.45, 17912.85, 17576.10, 17748.60
09/27/21, 17932.20, 17943.50, 17802.90, 17855.10
09/24/21, 17897.45, 17947.65, 17819.40, 17853.20
09/23/21, 17670.85, 17843.90, 17646.55, 17822.95
09/22/21, 17580.90, 17610.45, 17524.00, 17546.65
09/21/21, 17450.50, 17578.35, 17326.10, 17562.00
09/20/21, 17443.85, 17622.75, 17361.80, 17396.90
09/17/21, 17709.65, 17792.95, 17537.65, 17585.15
09/16/21, 17539.20, 17644.60, 17510.45, 17629.50
09/15/21, 17387.65, 17532.70, 17386.90, 17519.45
09/14/21, 17420.35, 17438.55, 17367.05, 17380.00
09/13/21, 17363.55, 17378.35, 17269.15, 17355.30
09/09/21, 17312.85, 17379.65, 17302.70, 17369.25
09/08/21, 17375.75, 17383.40, 17254.20, 17353.50
09/07/21, 17401.55, 17436.50, 17287.00, 17362.10
09/06/21, 17399.35, 17429.55, 17345.55, 17377.80
09/03/21, 17262.45, 17340.10, 17212.20, 17323.60
09/02/21, 17095.40, 17245.50, 17059.70, 17234.15
09/01/21, 17185.60, 17225.75, 17055.05, 17076.25
08/31/21, 16947.50, 17153.50, 16915.85, 17132.20
08/30/21, 16775.85, 16951.50, 16764.85, 16931.05
08/27/21, 16642.55, 16722.05, 16565.60, 16705.20
08/26/21, 16627.95, 16683.70, 16603.40, 16636.90
08/25/21, 16654.00, 16712.45, 16617.50, 16634.65
08/24/21, 16561.40, 16647.10, 16495.30, 16624.60
08/23/21, 16592.25, 16592.50, 16395.70, 16496.45
08/20/21, 16382.50, 16509.55, 16376.05, 16450.50
08/18/21, 16691.95, 16701.85, 16535.85, 16568.85
08/17/21, 16545.25, 16628.55, 16495.40, 16614.60
08/16/21, 16518.40, 16589.40, 16480.75, 16563.05
08/13/21, 16385.70, 16543.60, 16376.30, 16529.10
08/12/21, 16303.65, 16375.50, 16286.90, 16364.40
08/11/21, 16327.30, 16338.75, 16162.55, 16282.25
08/10/21, 16274.80, 16359.25, 16202.25, 16280.10
08/09/21, 16281.35, 16320.75, 16179.05, 16258.25
08/06/21, 16304.40, 16336.75, 16223.30, 16238.20
08/05/21, 16288.95, 16349.45, 16210.30, 16294.60
08/04/21, 16195.25, 16290.20, 16176.15, 16258.80
08/03/21, 15951.55, 16146.90, 15914.35, 16130.75
08/02/21, 15874.90, 15892.90, 15834.65, 15885.15
07/30/21, 15800.60, 15862.80, 15744.85, 15763.05
07/29/21, 15762.70, 15817.35, 15737.80, 15778.45
07/28/21, 15761.55, 15767.50, 15513.45, 15709.40
07/27/21, 15860.50, 15881.55, 15701.00, 15746.45
07/26/21, 15849.30, 15893.35, 15797.00, 15824.45
07/23/21, 15856.80, 15899.80, 15768.40, 15856.05
07/22/21, 15736.60, 15834.80, 15726.40, 15824.05
07/20/21, 15703.95, 15728.45, 15578.55, 15632.10
07/19/21, 15754.50, 15836.90, 15707.50, 15752.40
07/16/21, 15958.35, 15962.25, 15882.60, 15923.40
07/15/21, 15872.15, 15952.35, 15855.00, 15924.20
07/14/21, 15808.70, 15877.35, 15764.20, 15853.95
07/13/21, 15794.00, 15820.80, 15744.60, 15812.35
07/12/21, 15766.80, 15789.20, 15644.75, 15692.60
07/09/21, 15688.25, 15730.85, 15632.75, 15689.80
07/08/21, 15855.40, 15885.75, 15682.90, 15727.90
07/07/21, 15819.60, 15893.55, 15779.70, 15879.65
07/06/21, 15813.75, 15914.20, 15801.00, 15818.25
07/05/21, 15793.40, 15845.95, 15762.05, 15834.35
07/02/21, 15705.85, 15738.35, 15635.95, 15722.20
07/01/21, 15755.05, 15755.55, 15667.05, 15680.00
06/30/21, 15776.90, 15839.10, 15708.75, 15721.50
06/29/21, 15807.50, 15835.90, 15724.05, 15748.45
06/28/21, 15915.35, 15915.65, 15792.15, 15814.70
06/25/21, 15839.35, 15870.80, 15772.30, 15860.35
06/24/21, 15737.30, 15821.40, 15702.70, 15790.45
06/23/21, 15862.80, 15862.95, 15673.95, 15686.95
06/22/21, 15840.50, 15895.75, 15752.10, 15772.75
06/21/21, 15525.85, 15765.15, 15505.65, 15746.50
06/18/21, 15756.50, 15761.50, 15450.90, 15683.35
06/17/21, 15648.30, 15769.35, 15616.75, 15691.40
06/16/21, 15847.50, 15880.85, 15742.60, 15767.55
06/15/21, 15866.95, 15901.60, 15842.40, 15869.25
06/14/21, 15791.40, 15823.05, 15606.50, 15811.85
06/11/21, 15796.45, 15835.55, 15749.80, 15799.35
06/10/21, 15692.10, 15751.25, 15648.50, 15737.75
06/09/21, 15766.30, 15800.45, 15566.90, 15635.35
06/08/21, 15773.90, 15778.80, 15680.00, 15740.10
06/07/21, 15725.10, 15773.45, 15678.10, 15751.65
06/04/21, 15712.50, 15733.60, 15622.35, 15670.25
06/03/21, 15655.55, 15705.10, 15611.00, 15690.35
06/02/21, 15520.35, 15597.45, 15459.85, 15576.20
06/01/21, 15629.65, 15660.75, 15528.30, 15574.85
05/31/21, 15437.75, 15606.35, 15374.00, 15582.80
05/28/21, 15421.20, 15469.65, 15394.75, 15435.65
05/27/21, 15323.95, 15384.55, 15272.50, 15337.85
05/26/21, 15257.05, 15319.90, 15194.95, 15301.45
05/25/21, 15291.75, 15293.85, 15163.40, 15208.45
05/24/21, 15211.35, 15256.25, 15145.45, 15197.70
05/21/21, 14987.80, 15190.00, 14985.85, 15175.30
05/20/21, 15042.60, 15069.80, 14884.90, 14906.05
05/19/21, 15058.60, 15133.40, 15008.85, 15030.15
05/18/21, 15067.20, 15137.25, 15043.70, 15108.10
05/17/21, 14756.25, 14938.00, 14725.35, 14923.15
05/14/21, 14749.40, 14749.65, 14591.90, 14677.80
05/12/21, 14823.55, 14824.05, 14649.70, 14696.50
05/11/21, 14789.70, 14900.00, 14771.40, 14850.75
05/10/21, 14928.25, 14966.90, 14892.50, 14942.35
05/07/21, 14816.85, 14863.05, 14765.50, 14823.15
05/06/21, 14668.35, 14743.90, 14611.50, 14724.80
05/05/21, 14604.15, 14637.90, 14506.60, 14617.85
05/04/21, 14687.25, 14723.40, 14461.50, 14496.50
05/03/21, 14481.05, 14673.85, 14416.25, 14634.15
04/30/21, 14747.35, 14855.45, 14601.70, 14631.10
04/29/21, 14979.00, 15044.35, 14814.45, 14894.90
04/28/21, 14710.50, 14890.25, 14694.95, 14864.55
04/27/21, 14493.80, 14667.55, 14484.85, 14653.05
04/26/21, 14449.45, 14557.50, 14421.30, 14485.00
04/23/21, 14326.35, 14461.15, 14273.30, 14341.35
04/22/21, 14219.15, 14424.75, 14151.40, 14406.15
04/20/21, 14526.70, 14526.95, 14207.30, 14296.40
04/19/21, 14306.60, 14382.30, 14191.40, 14359.45
04/16/21, 14599.60, 14697.70, 14559.00, 14617.85
04/15/21, 14522.40, 14597.55, 14353.20, 14581.45
04/13/21, 14364.90, 14528.90, 14274.90, 14504.80
04/12/21, 14644.65, 14652.50, 14248.70, 14310.80
04/09/21, 14882.65, 14918.45, 14785.65, 14834.85
04/08/21, 14875.65, 14984.15, 14821.10, 14873.80
04/07/21, 14716.45, 14879.80, 14649.85, 14819.05
04/06/21, 14737.00, 14779.10, 14573.90, 14683.50
04/05/21, 14837.70, 14849.85, 14459.50, 14637.80
04/01/21, 14798.40, 14883.20, 14692.45, 14867.35
03/31/21, 14811.85, 14813.75, 14670.25, 14690.70
03/30/21, 14628.50, 14876.30, 14617.60, 14845.10
03/26/21, 14506.30, 14572.90, 14414.25, 14507.30
03/25/21, 14570.90, 14575.60, 14264.40, 14324.90
03/24/21, 14712.45, 14752.35, 14535.00, 14549.40
03/23/21, 14768.55, 14878.60, 14707.00, 14814.75
03/22/21, 14736.30, 14763.90, 14597.85, 14736.40
03/19/21, 14471.15, 14788.25, 14350.10, 14744.00
03/18/21, 14855.50, 14875.20, 14478.60, 14557.85
03/17/21, 14946.55, 14956.55, 14696.05, 14721.30
03/16/21, 14996.10, 15051.60, 14890.65, 14910.45
03/15/21, 15048.40, 15048.40, 14745.85, 14929.50
03/12/21, 15321.15, 15336.30, 14953.60, 15030.95
03/10/21, 15202.15, 15218.45, 15100.85, 15174.80
03/09/21, 15049.90, 15126.85, 14925.45, 15098.40
03/08/21, 15002.45, 15111.15, 14919.90, 14956.20
03/05/21, 14977.95, 15092.35, 14862.10, 14938.10
03/04/21, 15026.75, 15202.35, 14980.20, 15080.75
03/03/21, 15064.40, 15273.15, 14995.80, 15245.60
03/02/21, 14865.30, 14959.10, 14760.80, 14919.10
03/01/21, 14702.50, 14806.80, 14638.55, 14761.55
02/26/21, 14888.60, 14919.45, 14467.75, 14529.15
02/25/21, 15079.85, 15176.50, 15065.35, 15097.35
02/24/21, 14729.15, 15008.80, 14723.05, 14982.00
02/23/21, 14782.25, 14854.50, 14651.85, 14707.80
02/22/21, 14999.05, 15010.10, 14635.05, 14675.70
02/19/21, 15074.80, 15144.05, 14898.20, 14981.75
02/18/21, 15238.70, 15250.75, 15078.05, 15118.95
02/17/21, 15279.90, 15314.30, 15170.75, 15208.90
02/16/21, 15371.45, 15431.75, 15242.20, 15313.45
02/15/21, 15270.30, 15340.15, 15243.40, 15314.70
02/12/21, 15186.20, 15243.50, 15081.00, 15163.30
02/11/21, 15073.25, 15188.50, 15065.40, 15173.30
02/10/21, 15119.05, 15168.25, 14977.20, 15106.50
02/09/21, 15164.15, 15257.10, 15064.30, 15109.30
02/08/21, 15064.30, 15159.90, 15041.05, 15115.80
02/05/21, 14952.60, 15014.65, 14864.75, 14924.25
02/04/21, 14789.05, 14913.70, 14714.75, 14895.65
02/03/21, 14754.90, 14868.85, 14574.15, 14789.95
02/02/21, 14481.10, 14731.70, 14469.15, 14647.85
02/01/21, 13758.60, 14336.35, 13661.75, 14281.20
01/29/21, 13946.60, 13966.85, 13596.75, 13634.60
01/28/21, 13810.40, 13898.25, 13713.25, 13817.55
01/27/21, 14237.95, 14237.95, 13929.30, 13967.50
01/25/21, 14477.80, 14491.10, 14218.60, 14238.90
01/22/21, 14583.40, 14619.90, 14357.75, 14371.90
01/21/21, 14730.95, 14753.55, 14517.25, 14590.35
01/20/21, 14538.30, 14666.45, 14517.55, 14644.70
01/19/21, 14371.65, 14546.05, 14350.85, 14521.15
01/18/21, 14453.30, 14459.15, 14222.80, 14281.30
01/15/21, 14594.35, 14617.45, 14357.85, 14433.70
01/14/21, 14550.05, 14617.80, 14471.50, 14595.60
01/13/21, 14639.80, 14653.35, 14435.70, 14564.85
01/12/21, 14473.80, 14590.65, 14432.85, 14563.45
01/11/21, 14474.05, 14498.20, 14383.10, 14484.75
01/08/21, 14258.40, 14367.30, 14221.65, 14347.25
01/07/21, 14253.75, 14256.25, 14123.10, 14137.35
01/06/21, 14240.95, 14244.15, 14039.90, 14146.25
01/05/21, 14075.15, 14215.60, 14048.15, 14199.50
01/04/21, 14104.35, 14147.95, 13953.75, 14132.90
01/01/21, 13996.10, 14049.85, 13991.35, 14018.50
12/31/20, 13970.00, 14024.85, 13936.45, 13981.75
12/30/20, 13980.90, 13997.00, 13864.95, 13981.95
12/29/20, 13910.35, 13967.60, 13859.90, 13932.60
12/28/20, 13815.15, 13885.30, 13811.55, 13873.20
12/24/20, 13672.15, 13771.75, 13626.90, 13749.25
12/23/20, 13473.50, 13619.45, 13432.20, 13601.10
12/22/20, 13373.65, 13492.05, 13192.90, 13466.30
12/21/20, 13741.90, 13777.50, 13131.45, 13328.40
12/18/20, 13764.40, 13772.85, 13658.60, 13760.55
12/17/20, 13713.55, 13773.25, 13673.55, 13740.70
12/16/20, 13663.10, 13692.35, 13606.45, 13682.70
12/15/20, 13547.20, 13589.65, 13447.05, 13567.85
12/14/20, 13571.45, 13597.50, 13472.45, 13558.15
12/11/20, 13512.30, 13579.35, 13402.85, 13513.85
12/10/20, 13488.50, 13503.55, 13399.30, 13478.30
12/09/20, 13458.10, 13548.90, 13449.60, 13529.10
12/08/20, 13393.85, 13435.45, 13311.05, 13392.95
12/07/20, 13177.40, 13366.65, 13241.95, 13355.75
12/04/20, 13177.40, 13280.05, 13152.85, 13258.55
12/03/20, 13215.30, 13216.60, 13107.90, 13133.90
12/02/20, 13121.40, 13128.50, 12983.55, 13113.75
12/01/20, 13062.20, 13128.40, 12962.80, 13109.05
11/27/20, 13012.05, 13035.30, 12914.30, 12968.95
11/26/20, 12906.45, 13018.00, 12790.40, 12987.00
11/25/20, 13130.00, 13145.85, 12833.65, 12858.40
11/24/20, 13002.60, 13079.10, 12978.00, 13055.15
11/23/20, 12960.30, 12968.85, 12825.70, 12926.45
11/20/20, 12813.40, 12892.45, 12730.25, 12859.05
11/19/20, 12839.50, 12963.00, 12745.75, 12771.70
11/18/20, 12860.10, 12948.85, 12819.35, 12938.25
11/17/20, 12932.50, 12934.05, 12797.10, 12874.20
11/13/20, 12659.70, 12735.95, 12607.70, 12719.95
11/12/20, 12702.15, 12741.15, 12624.85, 12690.80
11/11/20, 12680.60, 12769.75, 12571.10, 12749.15
11/10/20, 12556.40, 12643.90, 12475.25, 12631.10
11/09/20, 12399.40, 12474.05, 12367.35, 12461.05
11/06/20, 12156.65, 12280.40, 12131.85, 12263.55
11/05/20, 12062.40, 12131.10, 12027.60, 12120.30
11/04/20, 11783.35, 11929.65, 11756.40, 11908.50
11/03/20, 11734.45, 11836.20, 11723.30, 11813.50
11/02/20, 11697.35, 11725.65, 11557.40, 11669.15
10/30/20, 11678.45, 11748.95, 11535.45, 11642.40
10/29/20, 11633.30, 11744.15, 11606.45, 11670.80
10/28/20, 11922.60, 11929.40, 11684.85, 11729.60
10/27/20, 11807.10, 11899.05, 11723.00, 11889.40
10/26/20, 11937.40, 11942.85, 11711.70, 11767.75
10/23/20, 11957.90, 11974.55, 11908.75, 11930.35
10/22/20, 11890.00, 11939.55, 11823.45, 11896.45
10/21/20, 11958.55, 12018.65, 11775.75, 11937.65
10/20/20, 11861.00, 11949.25, 11837.25, 11896.80
10/19/20, 11879.20, 11898.25, 11820.40, 11873.05
10/16/20, 11727.40, 11789.75, 11667.85, 11762.45
10/15/20, 12023.45, 12025.45, 11661.30, 11680.35
10/14/20, 11917.40, 11997.20, 11822.15, 11971.05
10/13/20, 11934.65, 11988.20, 11888.90, 11934.50
10/12/20, 11973.55, 12022.05, 11867.20, 11930.95
10/09/20, 11852.05, 11938.60, 11805.20, 11914.20
10/08/20, 11835.40, 11905.70, 11791.15, 11834.60
10/07/20, 11679.25, 11763.05, 11629.35, 11738.85
10/06/20, 11603.45, 11680.30, 11564.30, 11662.40
10/05/20, 11487.80, 11578.05, 11452.30, 11503.35
10/01/20, 11364.45, 11428.60, 11347.05, 11416.95
09/30/20, 11244.45, 11295.40, 11184.55, 11247.55
09/29/20, 11288.60, 11305.40, 11181.00, 11222.40
09/28/20, 11140.85, 11239.35, 11099.85, 11227.55
09/25/20, 10910.40, 11072.60, 10854.85, 11050.25
09/24/20, 11011.00, 11015.30, 10790.20, 10805.55
09/23/20, 11258.75, 11259.55, 11024.40, 11131.85
09/22/20, 11301.75, 11302.20, 11084.65, 11153.65
09/21/20, 11503.80, 11535.25, 11218.50, 11250.55
09/18/20, 11584.10, 11584.10, 11446.10, 11504.95
09/17/20, 11539.40, 11587.20, 11498.50, 11516.10
09/16/20, 11538.45, 11618.10, 11516.75, 11604.55
09/15/20, 11487.20, 11535.95, 11442.25, 11521.80
09/14/20, 11540.15, 11568.90, 11383.55, 11440.05
09/11/20, 11447.80, 11493.50, 11419.90, 11464.45
